Tanggal;year;month;day;T '07.00;T '13.00;T '18.00;TRata2;TMax;TMin;Curah Hujan (mm);SS (%);Cuaca;Tekanan Udara (mb);RH07.00;RH13.00;RH18.00;RHRata2;Kec Rata2;Arah Terbanyak;Kec,Max;Arah;T07;T13;T18;T_Avg;T_Max;T_Min;Rain;Sun;Pressure;RH07;RH13;RH18;RH_Avg;WS_Avg;WD_Most;WS_Max;WD_Max;Tanggal_DT
;2015;7;23;;;;;;;;;;;;;;;;;;;24.6;30.7;28.2;27.95833333;31.0;23.1;0.0;100.0;1014.9;0.0;0.0;0.0;71.71274039;8.5;0.0;15.0;90.0;2015-07-23
;2015;7;24;;;;;;;;;;;;;;;;;;;25.6;31.0;28.2;27.54583333;31.8;24.5;0.0;100.0;1013.8;0.0;0.0;0.0;77.31115728;7.0;0.0;11.0;130.0;2015-07-24
;2015;7;25;;;;;;;;;;;;;;;;;;;24.8;30.6;28.4;27.35;31.2;23.3;0.0;100.0;1014.3;0.0;0.0;0.0;71.46386425;6.5;0.0;10.0;100.0;2015-07-25
;2015;7;26;;;;;;;;;;;;;;;;;;;23.6;30.4;28.3;27.14166667;31.2;22.3;0.0;100.0;1014.6;0.0;0.0;0.0;70.87552331;9.0;0.0;15.0;110.0;2015-07-26
;2015;7;27;;;;;;;;;;;;;;;;;;;23.8;30.2;28.5;27.63333333;30.7;22.3;0.0;100.0;1014.8;0.0;0.0;0.0;71.46988433;7.0;0.0;11.0;80.0;2015-07-27
;2015;7;28;;;;;;;;;;;;;;;;;;;24.0;30.8;28.4;27.5625;31.7;22.2;0.0;100.0;1015.4;0.0;0.0;0.0;71.39827216;9.0;0.0;16.0;80.0;2015-07-28
;2015;7;29;;;;;;;;;;;;;;;;;;;23.9;30.8;28.7;28.08333333;31.2;23.2;0.0;90.0;1014.0;0.0;0.0;0.0;72.19167692;9.0;0.0;15.0;100.0;2015-07-29
;2015;7;30;;;;;;;;;;;;;;;;;;;26.3;30.5;28.1;27.65;31.0;23.9;0.0;100.0;1012.7;0.0;0.0;0.0;75.82645513;8.5;0.0;14.0;100.0;2015-07-30
;2015;7;31;;;;;;;;;;;;;;;;;;;24.7;30.2;28.8;27.61666667;30.7;23.7;0.0;100.0;1012.7;0.0;0.0;0.0;73.34957939;7.0;0.0;11.0;110.0;2015-07-31
;2015;8;13;;;;;;;;;;;;;;;;;;;25.3;31.1;28.6;28.20833333;32.0;23.4;0.0;100.0;1013.2;0.0;0.0;0.0;68.90865203;10.0;0.0;17.0;90.0;2015-08-13
;2015;8;14;;;;;;;;;;;;;;;;;;;26.0;30.8;28.2;28.25;31.2;24.1;0.0;100.0;1012.8;0.0;0.0;0.0;72.10297481;10.0;0.0;16.0;100.0;2015-08-14
;2015;8;15;;;;;;;;;;;;;;;;;;;27.4;30.2;27.6;27.90833333;30.5;24.2;0.0;100.0;1014.0;0.0;0.0;0.0;73.1969994;11.0;0.0;15.0;100.0;2015-08-15
;2015;8;16;;;;;;;;;;;;;;;;;;;27.3;30.5;27.6;27.5;30.6;25.5;0.0;100.0;1014.4;0.0;0.0;0.0;72.68463273;9.5;0.0;17.0;110.0;2015-08-16
;2015;8;17;;;;;;;;;;;;;;;;;;;24.0;30.0;28.4;26.90833333;30.4;22.8;0.0;100.0;1014.5;0.0;0.0;0.0;71.46749341;9.5;0.0;15.0;80.0;2015-08-17
;2015;8;18;;;;;;;;;;;;;;;;;;;23.5;30.4;28.2;27.4125;30.6;22.1;0.0;100.0;1013.8;0.0;0.0;0.0;70.34436646;7.0;0.0;13.0;90.0;2015-08-18
;2015;8;19;;;;;;;;;;;;;;;;;;;24.8;29.6;27.9;26.27083333;30.2;23.5;0.0;100.0;1013.3;0.0;0.0;0.0;72.68709012;7.5;0.0;12.0;100.0;2015-08-19
;2015;8;20;;;;;;;;;;;;;;;;;;;22.4;29.3;27.8;25.62083333;29.9;21.2;0.0;100.0;1013.9;0.0;0.0;0.0;70.39380791;9.0;0.0;15.0;120.0;2015-08-20
;2015;8;21;;;;;;;;;;;;;;;;;;;22.4;29.7;28.1;25.94166667;30.2;21.5;0.0;100.0;1013.6;0.0;0.0;0.0;65.7237336;7.0;0.0;12.0;140.0;2015-08-21
;2015;8;22;;;;;;;;;;;;;;;;;;;22.5;30.4;27.8;26.0375;30.6;21.2;0.0;100.0;1014.2;0.0;0.0;0.0;68.60238357;8.0;0.0;14.0;100.0;2015-08-22
;2015;8;23;;;;;;;;;;;;;;;;;;;23.2;29.8;28.0;26.45;30.4;21.3;0.0;100.0;1013.8;0.0;0.0;0.0;69.18253955;7.5;0.0;13.0;100.0;2015-08-23
;2015;8;24;;;;;;;;;;;;;;;;;;;22.9;31.2;28.8;26.85416667;31.3;21.4;0.0;100.0;1014.5;0.0;0.0;0.0;68.73005093;7.5;0.0;12.0;100.0;2015-08-24
;2015;8;25;;;;;;;;;;;;;;;;;;;23.7;31.0;28.5;27.225;31.8;22.1;0.0;100.0;1013.8;0.0;0.0;0.0;70.41848377;8.0;0.0;15.0;110.0;2015-08-25
;2015;8;26;;;;;;;;;;;;;;;;;;;24.2;31.2;28.9;27.60833333;31.4;22.6;0.0;100.0;1013.9;0.0;0.0;0.0;71.37475656;7.5;0.0;13.0;110.0;2015-08-26
;2015;8;27;;;;;;;;;;;;;;;;;;;24.1;31.4;29.2;27.60833333;31.8;23.0;0.0;100.0;1013.0;0.0;0.0;0.0;69.97849917;7.0;0.0;12.0;100.0;2015-08-27
;2015;8;28;;;;;;;;;;;;;;;;;;;24.2;31.8;28.6;27.75833333;32.5;23.1;0.0;100.0;1013.5;0.0;0.0;0.0;69.30015449;7.5;0.0;12.0;100.0;2015-08-28
;2015;8;29;;;;;;;;;;;;;;;;;;;25.2;31.8;28.6;27.78333333;32.3;22.9;0.0;100.0;1013.0;0.0;0.0;0.0;71.61859648;7.5;0.0;13.0;110.0;2015-08-29
;2015;8;30;;;;;;;;;;;;;;;;;;;24.9;31.0;28.3;27.35416667;31.4;23.3;0.0;100.0;1013.7;0.0;0.0;0.0;69.19168372;9.5;0.0;16.0;100.0;2015-08-30
;2015;8;31;;;;;;;;;;;;;;;;;;;25.0;31.0;28.4;27.25833333;31.4;22.4;0.0;100.0;1014.2;0.0;0.0;0.0;68.20242832;8.0;0.0;14.0;140.0;2015-08-31
;2015;9;13;;;;;;;;;;;;;;;;;;;25.6;31.2;28.6;27.75;31.5;24.0;0.0;100.0;1014.2;0.0;0.0;0.0;65.05540074;8.5;0.0;15.0;110.0;2015-09-13
;2015;9;14;;;;;;;;;;;;;;;;;;;23.8;30.8;28.3;26.675;31.2;22.0;0.0;93.75;1014.4;0.0;0.0;0.0;64.89786582;9.0;0.0;16.0;110.0;2015-09-14
;2015;9;15;;;;;;;;;;;;;;;;;;;24.0;31.1;28.4;26.875;31.3;20.5;0.0;100.0;1013.4;0.0;0.0;0.0;64.60618343;8.0;0.0;14.0;100.0;2015-09-15
;2015;9;16;;;;;;;;;;;;;;;;;;;24.6;30.9;28.8;27.225;31.2;21.7;0.0;100.0;1012.4;0.0;0.0;0.0;67.81114022;8.5;0.0;14.0;100.0;2015-09-16
;2015;9;17;;;;;;;;;;;;;;;;;;;26.0;31.0;28.1;27.775;31.4;21.7;0.0;100.0;1013.0;0.0;0.0;0.0;70.54734132;8.0;0.0;14.0;110.0;2015-09-17
;2015;9;18;;;;;;;;;;;;;;;;;;;26.2;31.7;28.3;28.1;32.2;23.8;0.0;100.0;1013.8;0.0;0.0;0.0;72.01886456;10.0;0.0;17.0;110.0;2015-09-18
;2015;9;19;;;;;;;;;;;;;;;;;;;25.1;32.0;28.8;27.75;32.2;23.0;0.0;100.0;1013.5;0.0;0.0;0.0;72.13284741;7.5;0.0;12.0;100.0;2015-09-19
;2015;9;20;;;;;;;;;;;;;;;;;;;25.2;33.5;29.6;28.375;33.6;23.2;0.0;100.0;1012.4;0.0;0.0;0.0;66.54105843;8.5;0.0;15.0;90.0;2015-09-20
;2015;9;21;;;;;;;;;;;;;;;;;;;25.3;32.6;29.8;27.9125;33.0;23.5;0.0;97.5;1012.0;0.0;0.0;0.0;65.37978518;8.5;0.0;15.0;100.0;2015-09-21
;2015;9;22;;;;;;;;;;;;;;;;;;;24.8;31.6;29.3;28.325;32.6;22.1;0.0;100.0;1012.3;0.0;0.0;0.0;67.74351564;8.0;0.0;15.0;100.0;2015-09-22
;2015;9;23;;;;;;;;;;;;;;;;;;;25.3;31.4;28.8;27.95833333;31.7;23.3;0.0;100.0;1013.3;0.0;0.0;0.0;69.05221273;7.5;0.0;11.0;100.0;2015-09-23
;2015;9;24;;;;;;;;;;;;;;;;;;;24.6;31.4;28.9;27.51666667;31.9;22.9;0.0;100.0;1013.2;0.0;0.0;0.0;67.99631262;8.0;0.0;13.0;100.0;2015-09-24
;2015;9;25;;;;;;;;;;;;;;;;;;;24.3;31.4;29.0;27.64583333;31.6;22.1;0.0;97.5;1013.1;0.0;0.0;0.0;64.49509902;8.0;0.0;15.0;90.0;2015-09-25
;2015;9;26;;;;;;;;;;;;;;;;;;;24.8;31.9;28.8;28.20833333;32.5;23.0;0.0;100.0;1012.8;0.0;0.0;0.0;67.25242578;9.0;0.0;16.0;70.0;2015-09-26
;2015;9;27;;;;;;;;;;;;;;;;;;;26.0;33.0;28.5;28.05;31.4;23.8;0.0;83.75;1011.8;0.0;0.0;0.0;68.46771235;8.5;0.0;14.0;110.0;2015-09-27
;2015;9;28;;;;;;;;;;;;;;;;;;;25.5;30.9;29.2;28.09166667;31.6;23.6;0.0;98.75;1011.6;0.0;0.0;0.0;66.20778697;9.0;0.0;15.0;120.0;2015-09-28
;2015;9;29;;;;;;;;;;;;;;;;;;;26.1;31.4;28.8;28.3;31.6;23.6;0.0;100.0;1012.1;0.0;0.0;0.0;68.86258067;8.0;0.0;15.0;100.0;2015-09-29
;2015;9;30;;;;;;;;;;;;;;;;;;;26.4;31.8;28.9;28.32083333;31.9;23.5;0.0;100.0;1013.5;0.0;0.0;0.0;71.72475982;9.5;0.0;16.0;100.0;2015-09-30
;2015;10;13;;;;;;;;;;;;;;;;;;;26.6;33.4;30.0;29.26666667;33.6;25.0;0.0;97.5;1014.6;0.0;0.0;0.0;68.2024587;6.0;0.0;11.0;120.0;2015-10-13
;2015;10;14;;;;;;;;;;;;;;;;;;;26.4;32.6;29.4;28.56666667;33.3;24.0;0.0;100.0;1013.5;0.0;0.0;0.0;67.96159297;8.0;0.0;14.0;80.0;2015-10-14
;2015;10;15;;;;;;;;;;;;;;;;;;;25.6;33.0;29.8;28.47916667;33.3;23.9;0.0;100.0;1012.7;0.0;0.0;0.0;65.58263583;8.5;0.0;14.0;80.0;2015-10-15
;2015;10;16;;;;;;;;;;;;;;;;;;;25.6;33.4;29.4;28.81666667;33.8;23.2;0.0;100.0;1012.5;0.0;0.0;0.0;66.87578727;7.5;0.0;14.0;80.0;2015-10-16
;2015;10;17;;;;;;;;;;;;;;;;;;;25.6;33.4;29.4;29.27916667;33.6;23.0;0.0;100.0;1013.1;0.0;0.0;0.0;64.76012914;8.0;0.0;13.0;110.0;2015-10-17
;2015;10;18;;;;;;;;;;;;;;;;;;;26.4;32.7;30.3;28.975;33.4;24.3;0.0;95.0;1014.0;0.0;0.0;0.0;66.55322873;9.0;0.0;15.0;110.0;2015-10-18
;2015;10;19;;;;;;;;;;;;;;;;;;;25.9;33.4;30.2;29.42916667;33.6;24.1;0.0;100.0;1013.6;0.0;0.0;0.0;65.21836849;9.0;0.0;15.0;70.0;2015-10-19
;2015;10;20;;;;;;;;;;;;;;;;;;;26.8;32.4;29.7;28.97083333;32.7;24.6;0.0;100.0;1012.7;0.0;0.0;0.0;68.76390442;9.5;0.0;16.0;80.0;2015-10-20
;2015;10;21;;;;;;;;;;;;;;;;;;;26.8;32.8;29.7;29.0375;33.6;24.2;0.0;97.5;1012.6;0.0;0.0;0.0;62.43755742;11.0;0.0;19.0;80.0;2015-10-21
;2015;10;22;;;;;;;;;;;;;;;;;;;26.6;32.6;29.2;28.62916667;33.2;23.8;0.0;100.0;1012.6;0.0;0.0;0.0;63.36598339;9.5;0.0;16.0;110.0;2015-10-22
;2015;10;23;;;;;;;;;;;;;;;;;;;25.2;31.9;29.8;28.13333333;32.4;23.2;0.0;100.0;1013.0;0.0;0.0;0.0;67.08709936;9.0;0.0;15.0;90.0;2015-10-23
;2015;10;24;;;;;;;;;;;;;;;;;;;25.3;32.8;30.0;29.125;33.2;22.8;0.0;100.0;1012.4;0.0;0.0;0.0;63.4815125;10.0;0.0;15.0;90.0;2015-10-24
;2015;10;25;;;;;;;;;;;;;;;;;;;26.3;32.2;29.2;28.58333333;32.9;24.0;0.0;98.75;1013.3;0.0;0.0;0.0;68.97376637;8.5;0.0;15.0;110.0;2015-10-25
;2015;10;26;;;;;;;;;;;;;;;;;;;26.0;34.6;30.2;29.53333333;34.8;23.6;0.0;100.0;1012.3;0.0;0.0;0.0;66.08344279;9.5;0.0;17.0;90.0;2015-10-26
;2015;10;27;;;;;;;;;;;;;;;;;;;27.7;33.3;29.8;29.6125;34.0;24.8;0.0;96.25;1011.8;0.0;0.0;0.0;68.42128333;8.5;0.0;14.0;110.0;2015-10-27
;2015;10;28;;;;;;;;;;;;;;;;;;;27.4;33.8;30.4;29.76666667;34.0;25.2;0.0;100.0;1011.8;0.0;0.0;0.0;64.49000892;8.5;0.0;14.0;100.0;2015-10-28
;2015;10;29;;;;;;;;;;;;;;;;;;;27.4;32.4;29.6;29.675;32.8;25.2;0.0;100.0;1012.3;0.0;0.0;0.0;69.69404444;8.5;0.0;15.0;120.0;2015-10-29
;2015;10;30;;;;;;;;;;;;;;;;;;;28.0;33.6;29.9;29.56666667;34.0;26.2;0.0;100.0;1012.0;0.0;0.0;0.0;69.93675212;10.0;0.0;17.0;120.0;2015-10-30
;2015;10;31;;;;;;;;;;;;;;;;;;;27.3;33.2;31.0;29.76666667;34.0;25.4;0.0;100.0;1012.2;0.0;0.0;0.0;66.73026068;7.0;0.0;11.0;110.0;2015-10-31
;2015;11;13;;;;;;;;;;;;;;;;;;;28.5;34.2;31.2;30.46666667;34.7;26.6;0.0;95.0;1011.8;0.0;0.0;0.0;68.45493954;7.0;0.0;12.0;90.0;2015-11-13
;2015;11;14;;;;;;;;;;;;;;;;;;;28.5;34.2;31.2;30.41666667;34.3;26.3;0.0;87.5;1011.1;0.0;0.0;0.0;67.35601308;6.5;0.0;10.0;110.0;2015-11-14
;2015;11;15;;;;;;;;;;;;;;;;;;;28.2;33.4;31.0;30.2125;34.0;25.8;0.0;100.0;1010.4;0.0;0.0;0.0;66.78572204;7.0;0.0;11.0;100.0;2015-11-15
;2015;11;16;;;;;;;;;;;;;;;;;;;28.4;34.2;31.2;30.56666667;34.6;26.3;0.0;100.0;1009.5;0.0;0.0;0.0;65.95572412;7.0;0.0;11.0;120.0;2015-11-16
;2015;11;17;;;;;;;;;;;;;;;;;;;29.0;34.3;31.6;30.8;34.6;26.4;0.0;100.0;1010.6;0.0;0.0;0.0;64.60021667;8.0;0.0;13.0;80.0;2015-11-17
;2015;11;18;;;;;;;;;TS;;;;;;;;;;28.6;34.9;32.2;31.27916667;35.0;26.6;0.0;100.0;1010.9;0.0;0.0;0.0;65.67243418;7.5;0.0;12.0;70.0;2015-11-18
;2015;11;19;;;;;;;;;;;;;;;;;;;29.5;34.4;31.8;30.98333333;35.1;27.7;0.0;100.0;1011.1;0.0;0.0;0.0;65.50890909;9.5;0.0;15.0;100.0;2015-11-19
;2015;11;20;;;;;;;;;;;;;;;;;;;28.8;34.6;31.0;30.75416667;34.8;26.4;0.0;100.0;1009.6;0.0;0.0;0.0;66.53680427;7.5;0.0;12.0;130.0;2015-11-20
;2015;11;21;;;;;;;;;;;;;;;;;;;29.2;34.3;31.4;30.69583333;34.8;27.0;0.0;100.0;1009.8;0.0;0.0;0.0;66.75863676;8.0;0.0;14.0;100.0;2015-11-21
;2015;11;22;;;;;;;;;;;;;;;;;;;29.0;34.4;31.2;30.97916667;34.5;26.0;0.0;100.0;1009.5;0.0;0.0;0.0;67.22780094;9.0;0.0;15.0;100.0;2015-11-22
;2015;11;23;;;;;;;;;;;;;;;;;;;30.2;35.2;32.0;31.225;35.6;27.0;0.0;100.0;1009.3;0.0;0.0;0.0;61.2452106;8.5;0.0;14.0;120.0;2015-11-23
;2015;11;24;;;;;;;;;TS;;;;;;;;;;28.7;35.2;31.7;31.125;35.4;27.1;0.0;100.0;1009.7;0.0;0.0;0.0;67.91377694;6.0;0.0;10.0;100.0;2015-11-24
;2015;11;25;;;;;;;;;TS;;;;;;;;;;29.0;32.8;26.8;28.20416667;33.2;27.8;0.0;40.0;1009.5;0.0;0.0;0.0;78.97807081;8.5;0.0;15.0;180.0;2015-11-25
;2015;11;26;;;;;;;;;TS;;;;;;;;;;26.3;34.1;30.4;29.32916667;34.4;25.1;23.1;82.5;1009.7;0.0;0.0;0.0;75.3760258;9.0;0.0;16.0;60.0;2015-11-26
;2015;11;27;;;;;;;;;;;;;;;;;;;27.0;33.4;30.5;29.79583333;33.5;24.6;26.5;70.0;1010.8;0.0;0.0;0.0;74.93119598;7.5;0.0;13.0;70.0;2015-11-27
;2015;11;28;;;;;;;;;TS;;;;;;;;;;29.3;32.0;30.6;30.1;34.0;26.5;0.0;62.5;1011.1;0.0;0.0;0.0;72.97339447;6.5;0.0;10.0;80.0;2015-11-28
;2015;11;29;;;;;;;;;;;;;;;;;;;28.3;34.4;30.5;29.79166667;34.4;25.6;3.0;87.5;1011.8;0.0;0.0;0.0;73.23387064;6.5;0.0;10.0;100.0;2015-11-29
;2015;11;30;;;;;;;;;;;;;;;;;;;28.2;35.0;30.4;30.725;35.0;25.8;0.0;98.75;1011.4;0.0;0.0;0.0;69.3496145;6.5;0.0;11.0;60.0;2015-11-30
;2015;12;13;;;;;;;;;TS;;;;;;;;;;27.6;33.4;31.7;29.77916667;33.9;25.5;0.0;87.5;1009.1;0.0;0.0;0.0;75.0526962;6.5;0.0;10.0;50.0;2015-12-13
;2015;12;14;;;;;;;;;TS;;;;;;;;;;27.9;27.6;25.4;26.50416667;31.9;26.3;0.0;0.0;1008.7;0.0;0.0;0.0;87.87737038;6.0;0.0;10.0;290.0;2015-12-14
;2015;12;15;;;;;;;;;L;;;;;;;;;;25.6;30.4;29.0;27.7;30.6;24.6;10.0;0.0;1008.4;0.0;0.0;0.0;82.31440679;5.0;0.0;8.0;80.0;2015-12-15
;2015;12;16;;;;;;;;;TS;;;;;;;;;;26.2;31.8;26.6;27.97083333;32.8;25.0;0.0;0.0;1009.5;0.0;0.0;0.0;78.14668965;7.5;0.0;12.0;270.0;2015-12-16
;2015;12;17;;;;;;;;;;;;;;;;;;;26.9;28.9;27.7;27.525;31.6;25.3;0.0;15.0;1009.1;0.0;0.0;0.0;80.7095761;10.0;0.0;16.0;320.0;2015-12-17
;2015;12;18;;;;;;;;;TS;;;;;;;;;;27.0;31.8;26.5;27.55416667;32.8;25.0;0.0;35.0;1009.5;0.0;0.0;0.0;79.37558207;8.5;0.0;14.0;300.0;2015-12-18
;2015;12;19;;;;;;;;;TS;;;;;;;;;;26.2;31.7;26.3;27.475;32.4;24.8;8.1;21.25;1011.9;0.0;0.0;0.0;79.73323054;8.5;0.0;14.0;300.0;2015-12-19
;2015;12;20;;;;;;;;;TS;;;;;;;;;;26.7;33.4;27.6;28.74166667;34.4;25.1;0.0;72.5;1010.8;0.0;0.0;0.0;75.96652859;8.5;0.0;15.0;310.0;2015-12-20
;2015;12;21;;;;;;;;;TS;;;;;;;;;;28.1;32.0;27.9;27.1375;32.6;26.0;0.2;37.5;1010.8;0.0;0.0;0.0;82.65956505;8.0;0.0;14.0;320.0;2015-12-21
;2015;12;22;;;;;;;;;;;;;;;;;;;27.0;30.4;29.2;28.56666667;33.0;24.8;7.5;81.25;1012.1;0.0;0.0;0.0;77.10218309;8.5;0.0;14.0;300.0;2015-12-22
;2015;12;23;;;;;;;;;TS;;;;;;;;;;27.1;34.3;30.4;28.6125;34.8;25.6;0.5;73.75;1011.7;0.0;0.0;0.0;78.19206416;8.5;0.0;14.0;250.0;2015-12-23
;2015;12;24;;;;;;;;;TS;;;;;;;;;;27.7;31.9;28.4;28.40416667;32.9;25.6;1.4;72.5;1011.2;0.0;0.0;0.0;77.51035618;7.5;0.0;12.0;270.0;2015-12-24
;2015;12;25;;;;;;;;;;;;;;;;;;;27.0;32.0;30.2;29.2625;32.8;25.6;1.5;37.5;1010.8;0.0;0.0;0.0;73.67636707;6.5;0.0;11.0;270.0;2015-12-25
;2015;12;26;;;;;;;;;TS;;;;;;;;;;28.0;34.3;25.3;29.0625;34.6;26.0;0.0;95.0;1010.9;0.0;0.0;0.0;74.71816159;7.0;0.0;11.0;300.0;2015-12-26
;2015;12;27;;;;;;;;;TS;;;;;;;;;;27.6;32.9;26.7;27.57083333;33.0;25.0;0.3;76.25;1012.1;0.0;0.0;0.0;84.59917978;7.0;0.0;12.0;330.0;2015-12-27
;2015;12;28;;;;;;;;;TS;;;;;;;;;;26.6;32.0;26.4;28.2625;32.9;25.0;22.5;65.0;1013.0;0.0;0.0;0.0;80.05679686;5.5;0.0;8.0;270.0;2015-12-28
;2015;12;29;;;;;;;;;TS;;;;;;;;;;27.3;32.2;25.7;28.12083333;32.6;25.5;0.2;96.25;1013.2;0.0;0.0;0.0;81.95587054;6.5;0.0;10.0;100.0;2015-12-29
;2015;12;30;;;;;;;;;L;;;;;;;;;;27.2;32.6;28.3;28.8375;33.0;25.3;2.6;92.5;1011.5;0.0;0.0;0.0;75.77357825;7.5;0.0;13.0;170.0;2015-12-30
;2015;12;31;;;;;;;;;;;;;;;;;;;26.4;32.3;29.4;28.675;33.4;25.2;0.0;62.5;1011.8;0.0;0.0;0.0;80.24452008;5.5;0.0;9.0;60.0;2015-12-31
;2016;1;13;;;;;;;;;;;;;;;;;;;29.1;32.8;31.3;30.575;33.0;26.6;0.0;96.25;1011.9;80.10288209;58.97299483;68.03533719;71.80352405;6.5;0.0;10.0;120.0;2016-01-13
;2016;1;14;;;;;;;;;;;;;;;;;;;28.5;33.0;31.5;30.375;33.6;25.5;8.4;100.0;1011.2;80.56449657;59.12527585;70.65637509;72.72766102;8.5;0.0;12.0;90.0;2016-01-14
;2016;1;15;;;;;;;;;;;;;;;;;;;29.4;33.2;31.8;30.95;34.2;25.6;0.0;100.0;1010.6;81.62238755;61.54556501;66.50301628;72.8233391;6.0;0.0;10.0;120.0;2016-01-15
;2016;1;16;;;;;;;;;TS;;;;;;;;;;28.4;33.9;29.4;30.025;34.4;26.9;1.2;93.75;1009.7;79.10158609;52.73770979;70.72372457;70.41615164;6.5;0.0;10.0;70.0;2016-01-16
;2016;1;17;;;;;;;;;TS;;;;;;;;;;28.2;30.2;31.6;29.55;34.0;25.9;0.0;75.0;1010.0;82.60358384;70.54503961;67.60239295;75.83865006;8.0;0.0;13.0;270.0;2016-01-17
;2016;1;18;;;;;;;;;TS;;;;;;;;;;26.9;33.2;26.2;28.3;33.2;25.7;32.4;73.75;1009.8;88.16192921;67.36897672;91.91163812;83.90111831;7.0;0.0;11.0;101.0;2016-01-18
;2016;1;19;;;;;;;;;TS;;;;;;;;;;27.3;32.3;27.0;28.475;33.3;25.5;28.0;53.75;1009.6;92.88080996;69.86477767;83.64219362;84.8171478;6.0;0.0;10.0;301.0;2016-01-19
;2016;1;20;;;;;;;;;TS;;;;;;;;;;27.2;27.0;26.8;27.05;31.8;25.6;0.0;31.25;1011.6;91.31192438;92.83445444;91.23598015;91.67357084;6.5;0.0;11.0;350.0;2016-01-20
;2016;1;21;;;;;;;;;TS;;;;;;;;;;27.6;31.8;25.8;28.2;32.4;25.2;19.3;68.75;1011.1;84.59440032;70.20017688;88.65682829;82.01145146;7.0;0.0;11.0;250.0;2016-01-21
;2016;1;22;;;;;;;;;TS;;;;;;;;;;25.7;30.2;29.6;27.8;31.9;24.6;12.9;48.75;1011.2;91.01860328;77.1467467;77.5514421;84.18384884;6.5;0.0;10.0;40.0;2016-01-22
;2016;1;23;;;;;;;;;TS;;;;;;;;;;27.2;25.2;26.4;26.5;30.5;25.9;1.4;20.0;1011.2;90.53944797;94.99967015;90.37219175;91.61268946;6.5;0.0;11.0;290.0;2016-01-23
;2016;1;24;;;;;;;;;;;;;;;;;;;26.4;25.6;27.0;26.35;29.6;25.0;17.1;20.0;1012.7;90.37219175;88.60521761;84.39287508;88.43561905;7.0;0.0;12.0;320.0;2016-01-24
;2016;1;25;;;;;;;;;;;;;;;;;;;26.9;29.8;24.3;26.975;31.6;25.4;2.5;18.75;1012.6;88.93097501;75.61192733;97.43301361;87.72672274;11.0;0.0;19.0;300.0;2016-01-25
;2016;1;26;;;;;;;;;TS;;;;;;;;;;25.7;29.2;23.6;26.05;31.0;24.2;6.0;20.0;1011.8;88.63109282;78.05768285;94.8077717;87.53191005;7.5;0.0;12.0;320.0;2016-01-26
;2016;1;27;;;;;;;;;TS;;;;;;;;;;25.8;32.0;26.0;27.4;32.9;23.5;16.5;51.25;1010.9;91.03889911;70.31322815;81.74739235;83.53460468;7.0;0.0;11.0;270.0;2016-01-27
;2016;1;28;;;;;;;;;;;;;;;;;;;25.0;33.4;31.2;28.65;34.4;23.9;0.2;83.75;1010.6;87.64399869;57.19764321;60.05841332;73.13601348;7.0;0.0;11.0;310.0;2016-01-28
;2016;1;29;;;;;;;;;TS;;;;;;;;;;28.6;35.0;27.8;30.0;35.4;25.0;0.0;90.0;1010.9;79.18897971;53.13716118;86.14367825;74.41469971;9.0;0.0;16.0;180.0;2016-01-29
;2016;1;30;;;;;;;;;TS;;;;;;;;;;27.4;34.4;30.2;29.85;34.4;26.0;1.7;75.0;1009.6;89.0503796;57.9636277;73.15651806;77.30522624;9.0;0.0;15.0;310.0;2016-01-30
;2016;1;31;;;;;;;;;TS;;;;;;;;;;27.2;29.4;30.4;28.55;33.8;26.6;4.0;90.0;1008.8;88.23899508;78.83717671;70.66233704;81.49437598;10.5;0.0;18.0;340.0;2016-01-31
;2016;2;13;;;;;;;;;;;;;;;;;;;26.0;32.6;29.7;28.575;32.6;25.3;4.9;28.75;1011.7;95.08952159;62.27561213;77.59684915;82.51287612;7.0;0.0;11.0;250.0;2016-02-13
;2016;2;14;;;;;;;;;TS;;;;;;;;;;27.0;32.6;28.0;28.65;33.2;25.8;0.2;95.0;1011.3;84.39287508;58.25051907;87.69048517;78.6816886;5.5;0.0;8.0;60.0;2016-02-14
;2016;2;15;;;;;;;;;TS;;;;;;;;;;28.3;28.4;26.4;27.85;30.1;26.2;5.0;7.5;1011.2;88.51139929;84.1251209;86.4839416;86.90796527;8.5;0.0;15.0;310.0;2016-02-15
;2016;2;16;;;;;;;;;TS;;;;;;;;;;26.8;29.3;28.0;27.725;30.6;25.4;12.0;35.0;1012.7;90.45670689;78.10259731;85.46246958;86.11962017;7.0;0.0;11.0;250.0;2016-02-16
;2016;2;17;;;;;;;;;TS;;;;;;;;;;27.0;32.8;25.5;28.075;34.0;25.2;43.6;97.5;1013.2;85.90249605;62.41612122;86.20670195;80.10695382;8.5;0.0;15.0;140.0;2016-02-17
;2016;2;18;;;;;;;;;;;;;;;;;;;25.6;32.6;30.1;28.475;33.2;24.6;18.0;100.0;1011.8;95.04508008;67.00517878;71.13653696;82.05796897;6.0;0.0;9.0;70.0;2016-02-18
;2016;2;19;;;;;;;;;;;;;;;;;;;26.8;33.2;31.1;29.475;33.6;25.5;2.5;87.5;1011.4;89.68028855;60.40660647;69.1649181;77.23302542;6.5;0.0;10.0;70.0;2016-02-19
