Tanggal;year;month;day;T '07.00;T '13.00;T '18.00;TRata2;TMax;TMin;Curah Hujan (mm);SS (%);Cuaca;Tekanan Udara (mb);RH07.00;RH13.00;RH18.00;RHRata2;Kec Rata2;Arah Terbanyak;Kec,Max;Arah
04/02/2015;2015;2;4;19,8;23,5;19,6;20,675;25,4;16,8;106,4;12,5;TS   ;916,4125;98,07875101;80,45464606;98,06825048;93,67009964;1,6875;CALM;5;90
05/02/2015;2015;2;5;19,8;23,6;22,2;21,35;25,8;18;1,3;6,25;TS RA  ;916,09375;94,2760986;83,28131187;85,91767675;89,43779646;5,875;CALM;6;90
06/02/2015;2015;2;6;20;23,2;20,6;20,95;24;16;13,3;22,5; RA  ;916,1125;94,30710247;92,93034483;96,25222619;94,44919399;12,375;S;6;180
07/02/2015;2015;2;7;19,6;22,6;20,8;20,65;23,2;17,6;3,3;10;TS RA  ;915,825;92,35270429;94,65221046;94,42752755;93,44628665;3,375;CALM;6;90
08/02/2015;2015;2;8;20;25,8;22,3;22,025;26,5;17,7;0,2;50;   ;916,36875;96,19153602;76,48832784;93,75630956;90,65692736;2,3125;CALM;8;10
09/02/2015;2015;2;9;20,2;24,6;22,2;21,8;26;16,6;29;57,5;TS RA  ;916,7375;96,21200439;76,4348146;94,62524134;90,87101618;2,8125;CALM;4;90
10/02/2015;2015;2;10;18,6;24,4;22,4;21;28,2;17,2;2;50; RA  ;916,1;94,08210815;74,12805749;80,93563363;85,80697685;6,9375;CALM;8;180
11/02/2015;2015;2;11;20,4;24,8;21;21,65;26,2;18,2;5,3;31,25;TS RA  ;914,7625;94,36802241;77,67286517;92,63484041;89,7609376;11,8125;S;5;180
12/02/2015;2015;2;12;20,2;24;20,6;21,25;24;17;32;16,25;TS RA  ;914,39375;81,57520747;92,96541688;94,3979492;87,62844525;4,5;CALM;3;180
13/02/2015;2015;2;13;19;24;22,4;21,1;28,8;17,4;0,3;22,5; RA  ;914,46875;92,22442855;62,0127231;89,41740591;83,96974653;4,5625;CALM;12;80
14/02/2015;2015;2;14;19,6;22;21,4;20,65;26;17,8;-;17,5; RA  ;915,8625;98,06825048;92,84089945;96,32990733;96,32682694;7,375;CALM;4;90
