Tanggal;year;month;day;T '07.00;T '13.00;T '18.00;TRata2;TMax;TMin;Curah Hujan (mm);SS (%);Cuaca;Tekanan Udara (mb);RH07.00;RH13.00;RH18.00;RHRata2;Kec Rata2;Arah Terbanyak;Kec,Max;Arah;
01/01/2015;2015;1;1;25,8;32,6;28,8;28,3;32,8;24,4;10,6;0;;1008,6;90;65;86;83;3;320;12;260;
02/01/2015;2015;1;2;25,4;31,8;28,2;27,7;32,6;24,8;4,5;0;;1008,9;95;69;85;86;11;320;23;300;
03/01/2015;2015;1;3;26;29,8;27,8;27,4;30,8;25,4;-;0;;1009,4;89;78;84;85;6;320;23;280;
04/01/2015;2015;1;4;26;31,6;28,8;28,1;32,6;25;5;0;;1009;89;68;83;82;4;270;13;260;
05/01/2015;2015;1;5;26;31,4;26;27,4;33,2;24,4;4;0;;1008,8;89;74;90;85;3;130;12;190;
06/01/2015;2015;1;6;25,6;32;28,6;28;32,4;25,2;-;0;;1008,6;93;65;85;84;3;270;17;330;
07/01/2015;2015;1;7;27,2;32,4;28,8;28,9;33,4;26,4;-;0;;1008,8;91;66;85;83;3;320;11;310;
08/01/2015;2015;1;8;26,8;32;29,6;28,8;33,4;26,2;-;0;;1009,9;89;73;84;84;7;320;16;300;
09/01/2015;2015;1;9;26,4;33;29;28,7;33,2;26,2;-;0;;1009,6;81;57;82;75;8;320;20;300;
10/01/2015;2015;1;10;27,6;32,4;29,2;29,2;32,8;24,8;1,9;0;;1009;86;63;82;79;11;320;23;310;
11/01/2015;2015;1;11;25,2;29;28,8;27,1;32,2;25;-;0;;1010,3;92;78;82;86;5;320;20;140;
12/01/2015;2015;1;12;26,2;31;29;28,1;31,4;25,4;4,3;0;;1010,9;89;66;82;81;7;320;18;300;
13/01/2015;2015;1;13;25,8;27,8;26,2;26,4;31,4;25;12,1;0;;1010,9;92;88;90;90;3;270;26;320;
14/01/2015;2015;1;14;25,8;31;28;27,7;32,6;25,4;4,4;0;;1011,6;93;72;85;86;4;320;27;310;
15/01/2015;2015;1;15;26;32;29;28,3;32,8;25,4;-;0;;1011,2;93;70;82;85;3;270;15;250;
16/01/2015;2015;1;16;27,2;31,2;27,2;28,2;34;24,8;21,4;0;;1011,2;87;73;84;83;3;270;24;290;
17/01/2015;2015;1;17;26;26;25,4;25,9;30,6;24,6;52,5;0;;1010,9;95;95;98;96;4;270;21;270;
18/01/2015;2015;1;18;25,2;29,4;27,2;26,8;30,4;24,8;7,2;0;;1010,7;95;82;90;91;4;270;15;240;
19/01/2015;2015;1;19;25,6;29,8;28,2;27,3;30,6;24,8;2,2;0;;1011,7;93;76;86;87;5;320;21;260;
20/01/2015;2015;1;20;25;29,6;27,2;26,7;32,8;24,8;-;0;;1013;93;75;87;87;3;320;17;310;
21/01/2015;2015;1;21;26,2;29,4;29;27,7;31,4;25;-;0;;1015,1;90;78;85;86;0;0;0;0;
22/01/2015;2015;1;22;26,2;28,4;29,2;27,5;32,4;22,4;TTU;0;;1013,7;93;82;85;88;4;320;15;360;
23/01/2015;2015;1;23;25,2;30,4;27,2;27;32,4;24,2;9,6;0;;1012,8;93;79;94;90;2;270;13;260;
24/01/2015;2015;1;24;26;32,8;28,8;28,4;33;24,8;-;0;;1012,2;92;71;85;85;3;320;13;300;
25/01/2015;2015;1;25;25,4;30;28,8;27,4;32;24,8;6,5;0;;1012,1;92;80;85;87;6;320;16;320;
26/01/2015;2015;1;26;26;30,4;27,6;27,5;31;25,4;TTU;0;;1011,3;92;75;84;86;5;320;24;300;
27/01/2015;2015;1;27;26,2;32;29,2;28,4;32,6;24,6;-;0;;1011;90;69;81;83;6;320;17;300;
28/01/2015;2015;1;28;26;32,6;29,6;28,6;33,4;24,6;26,5;0;;1009,5;89;69;85;83;4;320;20;300;
29/01/2015;2015;1;29;26;29;28,2;27,3;32;24,6;21,7;0;;1009,5;93;78;87;88;4;320;10;330;
30/01/2015;2015;1;30;25,8;30;27,8;27,4;31;25,2;1,8;0;;1010,7;95;80;88;89;4;320;16;300;
31/01/2015;2015;1;31;26,2;26,2;26,2;26,2;26,6;23,8;9;0;;1011,4;92;90;92;91;3;320;23;310;
01/02/2015;2015;2;1;25;31,2;24,8;26,5;31,4;23,6;29,3;0;;1012,1;95;76;98;91;5;CALM;18;230;
02/02/2015;2015;2;2;25,2;31,2;28,2;27,5;32,2;24,5;-;0;;1012,4;97;74;87;88;2;CALM;13;350;
03/02/2015;2015;2;3;25,2;31,4;29,6;27,9;32;23,7;12,2;0;;1012,7;95;72;83;86;3;CALM;19;270;
04/02/2015;2015;2;4;25,6;31,8;29,4;28,1;33;24,2;-;0;;1012,4;95;75;83;87;3;CALM;15;290;
05/02/2015;2015;2;5;25,8;30,6;29,6;28;32,4;24;TTU;0;;1012,3;93;75;82;86;5;B;11;290;
06/02/2015;2015;2;6;25,8;29;27,6;27,1;32;24,6;22,8;0;;1011,8;95;71;92;88;3;CALM;23;330;
07/02/2015;2015;2;7;25,5;31,2;28,4;27,7;31,4;24,4;-;0;;1011,6;95;72;89;88;2;CALM;9;320;
08/02/2015;2015;2;8;25,2;28;29,2;26,9;31;24,6;1,8;0;;1012,9;95;80;85;89;1;CALM;11;30;
09/02/2015;2015;2;9;25,2;30,2;28,4;27,3;32,1;24,6;-;0;;1012,9;95;80;90;90;3;CALM;15;100;
10/02/2015;2015;2;10;25,6;32,6;30;28,5;33,4;25,4;-;0;;1011,8;94;69;81;85;4;CALM;17;320;
11/02/2015;2015;2;11;27,6;32,2;28,8;29,1;33,4;25;3,7;0;;1010;86;69;85;81;5;BL;16;300;
12/02/2015;2015;2;12;25,6;30,4;27,6;27,3;31,4;25;-;0;;1010,2;92;75;86;86;5;CALM;19;310;
13/02/2015;2015;2;13;25,8;30,2;28,8;27,7;30,6;25,2;0,8;0;;1010,6;93;77;83;87;5;CALM;20;320;
14/02/2015;2015;2;14;27;25,4;26,8;26,6;32,6;24,4;16,1;0;;1011,4;89;90;92;90;3;CALM;17;280;
15/02/2015;2015;2;15;25,4;31,6;29,4;28;32,6;25,4;-;0;;1011,3;90;71;82;83;2;CALM;9;190;
16/02/2015;2015;2;16;26,6;28,8;29,2;27,8;32,2;25;20,1;0;;1010,4;90;79;85;86;3;CALM;22;360;
17/02/2015;2015;2;17;25,8;29,2;29,8;27,7;32,4;24,6;0,6;0;;1010,1;95;77;83;88;4;CALM;10;310;
18/02/2015;2015;2;18;25,4;27,8;29,8;27,1;32,8;26,4;7,3;0;;1009,7;92;83;84;88;2;CALM;8;360;
19/02/2015;2015;2;19;27,8;28,8;28,2;28,2;31,2;25;9;0;;1010,7;88;86;86;87;8;BL;19;310;
20/02/2015;2015;2;20;25,6;32,2;28,4;28;32;25,6;-;0;;1011,5;87;58;85;79;5;CALM;16;290;
21/02/2015;2015;2;21;26,8;32,4;29;28,8;32,6;24,8;2,3;0;;1010,5;89;72;79;82;6;BL;16;310;
22/02/2015;2015;2;22;25;32,4;29,2;27,9;33;25;-;0;;1010,3;93;68;83;84;4;CALM;17;330;
23/02/2015;2015;2;23;26,8;33,2;29,2;29;33,5;25,8;-;0;;1011;92;66;83;83;7;BL;17;340;
24/02/2015;2015;2;24;25;31,8;29,8;27,9;32,6;25,4;1,6;0;;1010,9;98;75;80;88;5;CALM;12;310;
25/02/2015;2015;2;25;25,8;31,8;29,8;28,3;32,4;25,6;-;0;;1010,7;93;71;82;85;2;CALM;11;270;
26/02/2015;2015;2;26;25,6;32;27;27,6;33,2;25,4;2,7;0;;1011;93;70;89;86;3;CALM;10;310;
27/02/2015;2015;2;27;26,2;32;30,2;28,7;32,4;25,3;0,1;0;;1009,9;87;67;83;81;2;CALM;15;300;
28/02/2015;2015;2;28;26,6;29;29,2;27,9;33,4;24;15;0;;1010,4;92;82;85;88;3;CALM;17;330;
01/03/2015;2015;3;1;24,8;30,6;30;27,6;33,2;24,8;0,5;0;;1010,6;93;76;81;86;3;CALM;14;290;
02/03/2015;2015;3;2;25,2;31,6;27,2;27,3;32,7;24,4;7;0;;1010,5;93;66;90;86;7;CALM;19;290;
03/03/2015;2015;3;3;25,2;28,8;28;26,8;31,6;24,6;3,4;0;;1010,4;92;83;85;88;3;CALM;17;300;
04/03/2015;2015;3;4;25,6;32;28;27,8;33,2;24,6;-;0;;1009,9;90;67;85;83;5;CALM;20;330;
05/03/2015;2015;3;5;25,4;30,8;29,2;27,7;32,2;25;1,8;0;;1011,1;95;68;82;85;5;CALM;16;320;
06/03/2015;2015;3;6;25,6;33,6;29,2;28,5;33,6;24,6;1,2;0;;1011,5;92;63;81;82;6;CALM;19;330;
07/03/2015;2015;3;7;25,3;32,6;29;28,1;33,4;25;1;0;;1011,1;92;65;79;82;5;BL;16;290;
08/03/2015;2015;3;8;25,6;28,8;28,4;27,1;30,4;24,6;10,3;0;;1011,7;90;85;85;87;3;CALM;28;90;
09/03/2015;2015;3;9;25,4;30;28,6;27,4;31,4;25,2;0,8;0;;1011,7;92;72;82;84;6;CALM;21;330;
10/03/2015;2015;3;10;26,2;31;28,6;28;32;25,8;TTU;0;;1012;90;68;85;83;6;BL;23;310;
11/03/2015;2015;3;11;26,4;30,4;28,8;28;32;26;-;0;;1011,9;92;71;85;85;6;BL;13;310;
12/03/2015;2015;3;12;26,2;31;28,6;28;31;25,2;-;0;;1012,8;92;72;83;85;7;BL;19;280;
13/03/2015;2015;3;13;25,6;32,2;28,8;28,1;33,2;25,6;1,5;0;;1012,8;90;74;88;86;2;CALM;12;270;
14/03/2015;2015;3;14;25,3;28,2;28,2;26,8;30,2;24,2;36;0;;1014,1;95;88;92;92;2;CALM;12;310;
15/03/2015;2015;3;15;24,8;26,8;28,4;26,2;31,2;24,2;0,5;0;;1013,9;98;86;91;93;2;CALM;9;180;
16/03/2015;2015;3;16;25;29;29,8;27,2;32,6;24,8;5,1;0;;1013,7;92;79;80;86;4;CALM;21;300;
17/03/2015;2015;3;17;26,4;30;28,6;27,9;32,2;24,8;TTU;0;;1012,1;94;76;86;87;1;CALM;7;120;
18/03/2015;2015;3;18;25,6;32,2;28,8;28,1;32,2;25,8;-;0;;1011,1;95;73;88;88;1;CALM;7;190;
19/03/2015;2015;3;19;27,2;32,4;29,2;29;32,4;25,4;5;0;;1012;87;73;83;83;2;CALM;10;150;
20/03/2015;2015;3;20;26,2;31,4;29,8;28,4;32,4;25,8;-;0;;1012,5;95;74;83;87;3;CALM;12;180;
21/03/2015;2015;3;21;27;31,9;29,6;28,9;32,6;25,6;-;0;;1012,5;86;70;82;81;4;S;13;200;
22/03/2015;2015;3;22;26,2;31,2;30;28,4;33;25;-;0;;1012,4;93;70;78;84;3;CALM;12;340;
23/03/2015;2015;3;23;26;31,6;30,2;28,5;33;24,8;1;0;;1012,3;92;73;81;84;3;CALM;13;320;
24/03/2015;2015;3;24;26,2;32;30,4;28,7;32,8;25,2;TTU;0;;1012,1;92;69;79;83;3;CALM;12;110;
25/03/2015;2015;3;25;27;31,8;28,2;28,5;33,6;24,8;4;0;;1012,4;94;66;89;86;3;CALM;12;120;
26/03/2015;2015;3;26;26,2;32,4;30,4;28,8;33;24,8;-;0;;1013,7;95;69;78;84;3;BL;10;60;
27/03/2015;2015;3;27;26,4;32;31,6;29,1;34;25,4;TTU;0;;1013,6;94;73;77;84;2;CALM;9;290;
28/03/2015;2015;3;28;27,2;33,6;30,2;29,6;34;25,4;-;0;;1012,6;91;64;78;81;4;BL;12;130;
29/03/2015;2015;3;29;26,8;32,2;31,2;29,3;33,4;25;-;0;;1011,4;92;69;78;83;3;CALM;12;250;
30/03/2015;2015;3;30;26,2;33,8;30,4;29,2;34;25,6;-;0;;1011,2;92;66;78;82;4;CALM;15;100;
31/03/2015;2015;3;31;26;33;30,8;29;33,8;25,8;TTU;0;;1011,7;92;67;78;82;4;CALM;10;110;
01/04/2015;2015;4;1;28,6;33,2;30,2;30,2;33,6;26,8;2,3;0;;1010,8;86;65;78;79;5;T;16;90;
02/04/2015;2015;4;2;27,8;31,8;29,4;29,2;32,4;25,8;14;0;;1009,7;89;73;88;85;4;CALM;17;360;
03/04/2015;2015;4;3;26,6;30,4;25,4;27,3;30,6;24,2;7,2;0;;1008,7;92;79;95;89;4;CALM;21;320;
04/04/2015;2015;4;4;25,6;32,2;29,8;28,3;32,8;25,6;1;0;;1010,2;96;70;84;86;4;BL;10;150;
05/04/2015;2015;4;5;26,4;32,5;30,7;29;33,2;25,4;8;0;;1008,8;95;72;78;85;5;CALM;16;90;
06/04/2015;2015;4;6;27;30,4;26,8;27,8;32,7;25,1;28,3;0;;1009;92;77;92;88;3;CALM;25;120;
07/04/2015;2015;4;7;25,2;27,6;26,8;26,2;29,2;24,8;TTU;0;;1010,6;97;88;86;92;4;CALM;12;340;
08/04/2015;2015;4;8;26,4;31,8;30;28,7;32,6;24,8;-;0;;1011,3;92;71;83;85;2;CALM;9;100;
09/04/2015;2015;4;9;26,6;32,4;30,4;29;33;24,8;-;0;;1011,2;92;72;81;84;3;CALM;10;160;
10/04/2015;2015;4;10;26,4;32,6;30,4;29;33,2;26;-;0;;1011,8;94;65;77;82;4;T;11;120;
11/04/2015;2015;4;11;27,6;31,2;29;28,9;31,8;25,8;6,1;0;;1011,1;91;71;89;85;3;CALM;15;180;
12/04/2015;2015;4;12;27;31;28,3;28,3;31,8;25,2;9,5;0;;1012;92;77;86;87;4;CALM;17;360;
13/04/2015;2015;4;13;25,4;29,8;28;27,2;30,4;25;20;0;;1012,5;95;81;89;90;1;CALM;9;350;
14/04/2015;2015;4;14;26,2;31,8;29,8;28,5;32,2;25;5,5;0;;1011,9;95;71;81;86;5;CALM;16;20;
15/04/2015;2015;4;15;26,2;31,6;29,6;28,4;32,2;25,8;1;0;;1011,4;92;74;85;86;4;CALM;14;110;
16/04/2015;2015;4;16;27;31,6;29,8;28,9;32,4;25,6;-;0;;1012,6;92;73;80;84;4;CALM;16;130;
17/04/2015;2015;4;17;27,4;31,8;30,4;29,3;33;25,4;-;0;;1011,7;91;71;81;83;2;CALM;12;80;
18/04/2015;2015;4;18;26,8;32,8;29,4;29;33;25,6;0,5;0;;1010,9;90;72;84;84;4;S;18;210;
19/04/2015;2015;4;19;26,2;32,8;29,4;28,7;33;25,6;TTU;0;;1011,4;92;66;83;83;4;BL;12;90;
20/04/2015;2015;4;20;26,8;28,6;29,4;27,9;32,8;25;10;0;;1009,9;92;89;84;89;3;CALM;13;310;
21/04/2015;2015;4;21;25,6;31,2;26,6;27,3;32;25;TTU;0;;1010,7;92;74;90;87;3;CALM;14;320;
22/04/2015;2015;4;22;26,2;31,6;29,8;28,5;32,6;25;TTU;0;;1010,2;93;70;85;85;5;BL;17;320;
23/04/2015;2015;4;23;26,4;26;26,2;26,3;31,9;24,6;13,3;0;;1010,1;90;90;93;91;2;CALM;13;330;
24/04/2015;2015;4;24;25,2;29,8;28;27,1;30,2;24,6;1;0;;1009,9;95;78;87;89;3;BL;13;320;
25/04/2015;2015;4;25;25,8;29,2;27,8;27,2;30,4;25,4;2;0;;1010;90;82;86;87;6;BL;19;300;
26/04/2015;2015;4;26;25,4;30,6;27,8;27,3;31,6;25,4;1,5;0;;1010,6;95;72;86;87;3;BL;12;350;
27/04/2015;2015;4;27;25,6;28,4;26,8;26,6;30,4;24,8;7,7;0;;1010,4;95;86;91;92;2;CALM;9;120;
28/04/2015;2015;4;28;25,2;30,8;26,2;26,9;30,8;24,2;11,7;0;;1011,3;97;75;97;91;2;CALM;8;350;
29/04/2015;2015;4;29;25;30,6;29;27,4;32;24,6;0,1;0;;1011,4;98;81;88;91;3;CALM;14;310;
30/04/2015;2015;4;30;26,4;32,8;29,8;28,9;33;25;-;0;;1010,9;95;67;83;85;2;CALM;11;330;
01/05/2015;2015;5;1;25,6;26,6;27,8;26,4;30,8;24,4;11,6;0;;1011,1;93;92;90;92;2;CALM;11;140;
02/05/2015;2015;5;2;25,8;30,2;27,2;27,3;30,8;24,6;18,8;0;;1011,8;95;76;92;89;5;S;15;290;
03/05/2015;2015;5;3;24,6;30,4;28,9;27,1;31,2;24,6;8,5;0;;1012,3;97;80;83;89;3;CALM;11;110;
04/05/2015;2015;5;4;25,2;32,4;28,8;27,9;32,6;25,2;-;0;;1012,1;95;70;85;86;4;TGR;18;130;
05/05/2015;2015;5;5;27,2;27,8;28,2;27,6;30,6;23,4;5;0;;1010,7;81;91;80;83;4;T;11;170;
06/05/2015;2015;5;6;26;30,8;28,2;27,8;30,8;23,6;-;0;;1011;81;63;77;76;5;T;12;140;
07/05/2015;2015;5;7;25,6;31;28,6;27,7;31,2;25,4;-;0;;1012,5;85;66;80;79;7;TGR;19;140;
08/05/2015;2015;5;8;26,6;30,8;28,4;28,1;31,2;24,4;-;0;;1011,3;86;70;82;81;6;TGR;17;110;
09/05/2015;2015;5;9;25,6;30,8;28,6;27,7;31,6;25,2;-;0;;1011,2;91;71;82;84;5;CALM;17;140;
10/05/2015;2015;5;10;25,6;30,6;28,6;27,6;31;25,2;-;0;;1011;90;73;83;84;6;TGR;15;120;
11/05/2015;2015;5;11;26,2;31,2;28,8;28,1;31,6;26,2;3;0;;1011,7;90;72;83;84;7;T;23;100;
12/05/2015;2015;5;12;28,6;31,4;29,4;29,5;31,8;26,4;-;0;;1011,7;85;74;82;81;5;TGR;12;140;
13/05/2015;2015;5;13;27,8;32,8;29,4;29,5;33;26,4;-;0;;1011,5;89;71;83;83;5;T;11;90;
14/05/2015;2015;5;14;27,2;27;28;27,4;31;25,8;27,8;0;;1012,4;91;87;82;88;7;TGR;20;90;
15/05/2015;2015;5;15;28;31;28;28,8;31,2;25,2;-;0;;1013,3;80;70;77;77;8;TGR;17;110;
16/05/2015;2015;5;16;27,2;31,4;28,8;28,7;32;25;-;0;;1013,2;79;67;80;76;6;T;16;140;
17/05/2015;2015;5;17;27;30,4;28,6;28,3;31;24,4;-;0;;1011,5;81;71;82;79;6;T;16;120;
18/05/2015;2015;5;18;25,4;31;27,8;27,4;31,2;24;-;0;;1012,2;89;66;80;81;6;T;18;120;
19/05/2015;2015;5;19;25,6;30;27,8;27,3;31,6;23,2;-;0;;1013,2;87;73;81;82;4;TGR;12;120;
20/05/2015;2015;5;20;24,2;30,4;27,8;26,7;31;24;-;0;;1013,4;93;71;83;85;6;TGR;15;170;
21/05/2015;2015;5;21;26,4;31,6;28,4;28,2;32,4;24,6;-;0;;1013,6;81;64;80;77;6;TGR;16;100;
22/05/2015;2015;5;22;26,6;30,2;28,6;28;30,6;25,6;-;0;;1013,2;87;74;83;83;6;T;14;160;
23/05/2015;2015;5;23;27,5;30,2;28,6;28,5;31;24,6;-;0;;1013,3;86;74;82;82;6;TGR;13;120;
24/05/2015;2015;5;24;25;31,7;29,3;27,8;32,6;25;-;0;;1012,6;93;71;80;84;6;T;15;120;
25/05/2015;2015;5;25;27,8;30,8;28,8;28,8;31,8;26,2;4;0;;1012,9;86;75;82;82;8;T;18;130;
26/05/2015;2015;5;26;28,2;32,6;29,4;29,6;32,8;26,4;-;0;;1014,3;85;69;83;81;8;T;17;110;
27/05/2015;2015;5;27;28,2;31;29,4;29,2;31,8;24,4;-;0;;1012,9;85;72;83;81;4;T;11;110;
28/05/2015;2015;5;28;25,8;31,4;29;28;31,6;24,2;-;0;;1011,8;93;70;78;84;4;CALM;13;170;
29/05/2015;2015;5;29;25,2;32;29,6;28;32,4;25,2;-;0;;1012,7;92;65;79;82;4;TGR;15;140;
30/05/2015;2015;5;30;26,8;31,2;29,2;28,5;32,2;26,6;-;0;;1012,9;90;71;82;83;6;TGR;13;170;
31/05/2015;2015;5;31;27,4;31,8;29;28,9;32;25,8;-;0;;1011;87;65;83;81;7;TGR;17;130;
01/06/2015;2015;6;1;27,6;30,6;28,6;28,6;31,6;25,4;-;0;;1010,4;85;73;84;82;5;TGR;15;160;
02/06/2015;2015;6;2;26;31,8;29;28,2;32,2;26;0,5;0;;1011,7;92;69;82;84;7;TGR;15;100;
03/06/2015;2015;6;3;27;31,2;29;28,6;32;25,4;14,5;0;;1011,7;87;71;83;82;7;T;25;120;
04/06/2015;2015;6;4;26,6;30,9;28,3;28,1;31,2;26,2;0,5;0;;1011,4;95;70;80;85;8;TGR;18;100;
05/06/2015;2015;6;5;27,6;31;29;28,8;32;26,2;10,7;0;;1010,6;76;65;76;73;7;U;15;150;
06/06/2015;2015;6;6;27,2;30,4;28,8;28,4;30,8;26,8;2,5;0;;1010,2;83;71;78;79;9;TGR;17;110;
07/06/2015;2015;6;7;27,6;30,8;28,8;28,7;31,6;27;-;0;;1010,4;85;74;81;81;7;TGR;17;110;
08/06/2015;2015;6;8;28,2;31,6;29;29,3;31,8;27,2;-;0;;1010,5;82;71;83;80;7;TGR;15;140;
09/06/2015;2015;6;9;28,4;31;28,6;29,1;31,8;25,6;-;0;;1010,7;80;72;78;78;5;T;10;120;
10/06/2015;2015;6;10;26,4;30,8;28,4;28;31;25,4;-;0;;1011,2;87;65;74;78;6;TGR;14;130;
11/06/2015;2015;6;11;27;29,2;28,2;27,9;30,2;26,4;-;0;;1011,9;80;74;77;78;8;TGR;13;160;
12/06/2015;2015;6;12;27,2;29,4;27,8;27,9;30,2;23,8;-;0;;1010,4;73;70;78;73;5;T;13;160;
13/06/2015;2015;6;13;25,2;30,2;28,6;27,3;30,8;23,2;-;0;;1010,8;88;67;77;80;5;TGR;13;170;
14/06/2015;2015;6;14;24;30,4;27,6;26,5;30,8;23,8;-;0;;1011,5;91;62;78;81;6;TGR;16;140;
15/06/2015;2015;6;15;26,8;29,6;27,2;27,6;29,8;22,4;-;0;;1011,8;71;65;78;71;5;T;15;160;
16/06/2015;2015;6;16;23,8;30;27,6;26,3;30,2;22,6;-;0;;1011,7;88;65;80;80;4;BL;12;160;
17/06/2015;2015;6;17;24,2;30,2;27,8;26,6;30,8;24,8;-;0;;1010,8;90;68;80;82;6;T;15;150;
18/06/2015;2015;6;18;26;30,2;28,2;27,6;30,6;24;-;0;;1011,1;86;68;80;80;6;TGR;12;170;
19/06/2015;2015;6;19;27,1;30,2;28,2;28,2;30,8;26,4;-;0;;1012,1;74;64;72;71;8;TGR;15;160;
20/06/2015;2015;6;20;27,9;29,8;27,6;28,3;30,8;24,2;-;0;;1012,1;77;69;77;75;9;T;21;110;
21/06/2015;2015;6;21;24,6;30,4;28;26,9;31;23,4;-;0;;1012,8;90;67;77;81;8;TGR;15;110;
22/06/2015;2015;6;22;24,4;29,6;27,8;26,6;30,7;24,4;-;0;;1013,2;88;66;73;79;8;TGR;17;150;
23/06/2015;2015;6;23;26,4;30;27,6;27,6;30,4;22,8;-;0;;1013,8;69;60;71;68;8;S;20;110;
24/06/2015;2015;6;24;26;30,8;27,8;27,7;31;25,4;-;0;;1013,7;72;57;77;70;5;T;10;150;
25/06/2015;2015;6;25;27,2;29,2;28,2;28;30;25,4;-;0;;1014,4;77;70;76;75;7;TGR;12;160;
26/06/2015;2015;6;26;27,6;30;27,8;28,3;31;26,6;-;0;;1013,7;80;72;73;76;9;TGR;20;110;
27/06/2015;2015;6;27;27,3;30,2;28;28,2;30,4;26;-;0;;1015,2;80;70;76;77;9;TGR;17;120;
28/06/2015;2015;6;28;26,4;30,2;27,5;27,6;30,8;25,8;-;0;;1016;80;63;78;75;10;TGR;18;130;
29/06/2015;2015;6;29;26,6;30;27,8;27,8;30,8;23,2;-;0;;1016,6;74;63;71;70;6;T;15;140;
30/06/2015;2015;6;30;26,8;29,4;27,4;27,6;29,6;24,7;-;0;;1015,4;72;69;78;73;7;TGR;11;120;
01/07/2015;2015;7;1;26,2;29,4;27,4;27,3;30,2;24,6;-;100;;1015,5;78;61;77;73;8;TGR;19;0;
02/07/2015;2015;7;2;26,2;29,6;27,4;27,4;29,6;24,8;-;100;;1015,7;76;64;77;73;7;TGR;16;0;
03/07/2015;2015;7;3;26,2;28,6;26,8;27;29,6;23,8;-;100;;1013,7;74;64;77;72;8;TGR;19;0;
04/07/2015;2015;7;4;25,8;30;27;27,2;30,2;23,4;-;100;;1012,9;72;57;76;69;7;T;17;0;
05/07/2015;2015;7;5;23,4;28,9;26,7;25,6;29,6;23,4;-;100;;1013,4;90;70;79;82;6;T;13;0;
06/07/2015;2015;7;6;24;28;27;25,8;29,6;24;-;100;;1012,5;86;70;80;81;7;TGR;15;0;
07/07/2015;2015;7;7;25,6;30,1;27,2;27,1;30,6;24;-;100;;1011,7;73;62;73;70;8;TGR;15;0;
08/07/2015;2015;7;8;24,4;29,2;27;26,3;29,8;24,4;-;100;;1012,6;87;71;77;81;7;TGR;15;0;
09/07/2015;2015;7;9;25,8;28,8;27,3;26,9;29,6;25;-;31;;1012,3;78;64;70;72;8;TGR;16;0;
10/07/2015;2015;7;10;25,8;28,8;26,8;26,8;29,8;25,2;-;68;;1012,7;79;70;81;77;6;TGR;11;0;
11/07/2015;2015;7;11;27,2;31;27,6;28,3;31,2;26,6;-;100;;1012,6;83;67;79;78;11;TGR;19;0;
12/07/2015;2015;7;12;27;30,8;28;28,2;31;26,8;-;100;;1011,9;81;65;74;76;11;TGR;22;0;
13/07/2015;2015;7;13;27,8;31;28;28,7;31,4;26,4;-;100;;1011,7;80;62;75;74;13;T;25;0;
14/07/2015;2015;7;14;27,1;30,2;27,4;28;30,2;26;-;53;;1011,2;78;65;80;76;11;TGR;18;0;
15/07/2015;2015;7;15;27;30,2;27,2;27,9;30,6;25,8;-;100;;1011,7;75;63;75;72;10;TGR;20;0;
16/07/2015;2015;7;16;26,8;29,4;27;27,5;30,2;25;-;100;;1012,2;80;67;78;76;8;TGR;16;0;
17/07/2015;2015;7;17;26,3;30;27,6;27,5;31;25,4;-;100;;1012,8;79;69;76;76;8;TGR;17;0;
18/07/2015;2015;7;18;26,6;30,6;27,4;27,8;31;24,6;-;100;;1013,5;79;62;73;73;8;TGR;19;0;
19/07/2015;2015;7;19;25,6;29;27;26,8;29,6;25,2;-;100;;1012,8;82;68;80;78;9;TGR;21;0;
20/07/2015;2015;7;20;25,8;28,6;27,6;27;30;25,8;-;100;;1013,1;85;75;74;80;7;TGR;15;0;
21/07/2015;2015;7;21;26,4;30,2;27,4;27,6;30,4;25,4;-;100;;1014,3;81;67;80;77;8;TGR;18;0;
22/07/2015;2015;7;22;27;30;27,4;27,9;31,4;25,6;-;100;;1015,1;80;69;81;77;8;T;15;0;
23/07/2015;2015;7;23;27;29,2;27,4;27,7;30,2;25;-;100;;1015,3;81;73;81;79;7;TGR;12;0;
24/07/2015;2015;7;24;25,8;28,8;27,4;27;30,4;25;-;100;;1014,2;85;76;83;83;8;TGR;14;0;
25/07/2015;2015;7;25;26,2;29,8;27,4;27,4;31;24,6;-;100;;1014,9;78;63;74;73;7;TGR;17;0;
26/07/2015;2015;7;26;25,8;28,8;27,4;27;30,2;25,4;-;100;;1014,9;82;70;77;78;8;TGR;17;0;
27/07/2015;2015;7;27;26,6;30,6;27,6;27,9;31,4;25,4;-;100;;1014,9;83;61;77;76;8;TGR;18;0;
28/07/2015;2015;7;28;27;30,6;28;28,2;30,8;25;-;100;;1015,3;74;63;70;70;6;T;12;0;
29/07/2015;2015;7;29;26,8;30,6;27,8;28;31,2;26;-;100;;1014,4;78;66;80;76;9;T;15;0;
30/07/2015;2015;7;30;27;30,4;27,6;28;31;25,4;-;100;;1013,4;81;68;78;77;8;TGR;20;0;
31/07/2015;2015;7;31;26,6;30,6;27,6;27,9;30,8;25;-;100;;1013,1;80;67;80;77;7;TGR;16;0;
01/08/2015;2015;8;1;26,4;29,8;27,6;27,6;31;23,8;-;0;;1013,9;75;65;70;71;9;135;16;160;
02/08/2015;2015;8;2;25,4;29,1;26,7;26,7;29,8;24,2;-;0;;1014,4;64;59;74;65;11;135;20;120;
